279,74800.5475713955
159,74800.5478212396
44,74800.5480227622
248,74800.5484163858
61,74800.5486929322
267,74800.5489415165
195,74800.5489549552
120,74800.5495035527
9,74800.5497585617
278,74800.5503299808
175,74800.5513949586
4,74800.5514528969
229,74800.5516765366
254,74800.551966262
193,74800.552105947
169,74800.5526791883
103,74800.552694016
147,74800.5533624904
49,74800.5540521041
151,74800.5543359358
173,74800.5547265173
250,74800.5548360193
272,74800.5554412783
256,74800.5563971135
203,74800.5566650482
90,74800.5568561629
16,74800.5576271424
63,74800.5583441391
198,74800.5587794072
30,74800.5596470209
263,74800.5597848848
32,74800.5599637675
264,74800.560052738
75,74800.5615945255
106,74800.5635317946
22,74800.5642792702
101,74800.5659102486
246,74800.5682727588
41,74800.5686903855
192,74800.5696488975
129,74800.569655371
131,74800.5697920839
125,74800.570600497
183,74800.5706542382
119,74800.5711027149
269,74800.5722174914
80,74800.5729972922
170,74800.5736756775
58,74800.574176796
7,74800.5745711087
128,74800.5762666968
251,74800.5776358722
113,74800.5867083877
15,74800.5941413019
96,76718.5950578417
240,76718.6084884095
114,76718.6114536308
237,81027.6116924128
25,84892.7423995388
3,84892.7660982037
257,84892.7727631559
35,96316.4226770053
188,96316.4301427369
266,96316.4365144039
100,96316.4421662181
234,96330.66651793
139,101158.926246029
219,108476.536942609
